CATEGORY_NAME;LEVEL_NO;LEVEL_DESCR;RPN_CODE;PART_NUMBER;MARKETING_STATUS;PUBLISHED;GENERAL_DESCRIPTION
Body Control Module (BCM);4;Cust-Application;259449;SPC5-UDESTK-SW;Active;Y;SPC5-UDESTK Debugging Software for Windows 
Body Control Module (BCM);4;Cust-Application;259175;SPC56D-Discovery;Active;Y;Discovery Kit for SPC56 D line - with SPC56D40L1 MCU
Body Control Module (BCM);4;Cust-Application;264736;SPC582B-DIS;Active;Y;Discovery Kit for SPC58 2B line 
Body Control Module (BCM);4;Cust-Application;264187;SPC584B70E7;Active;Y;32-bit Power Architecture MCU for Automotive General Purpose Applications - Chorus family
Body Control Module (BCM);4;Cust-Application;264737;SPC58EC-DISP;Active;Y;Discovery Kit for SPC58EC - C line 
Body Control Module (BCM);4;Cust-Application;262662;SPC58EC80C3;Active;Y;32-bit Power Architecture MCU for Automotive General Purpose Applications - Chorus family
Body Control Module (BCM);4;Cust-Application;264738;SPC58NG-DISP;Active;Y;Discovery Kit for SPC58NG - G line 
Body Control Module (BCM);4;Cust-Application;252688;STEVAL-MKI109V2;NRND;Y;eMotion: ST MEMS adapters motherboard based on STM32F103, compatible with all ST MEMS adapter boards
Body Control Module (BCM);4;Cust-Application;263612;STEVAL-MKI109V3;Active;Y;Professional MEMS tool: ST MEMS adapters motherboard based on the STM32F401VE and compatible with all ST MEMS adapters
Body Control Module (BCM);4;Cust-Application;251395;STEVAL-MKI110V1;Active;Y;AIS328DQ adapter board for standard DIL24 socket
Body Control Module (BCM);4;Cust-Application;258547;STEVAL-MKI125V1;Active;Y;A3G4250D adapter board for standard DIL 24 socket
Body Control Module (BCM);4;Cust-Application;261314;STEVAL-MKI158V1;Active;Y;AIS3624DQ adapter board for a standard DIL24 socket
Body Control Module (BCM);4;Cust-Application;263074;STEVAL-OET002V1;NRND;Y;MDI BRR board for EMIF02-01OABRY or EMIF02-02OABRY
Body Control Module (BCM);4;Cust-Application;263503;STEVAL-OET003V1;Active;Y;Evaluation board for automotive-grade ESD protection
Body Control Module (BCM);4;Cust-Application;262894;STSW-M07-ADIS;Active;Y;VIP-M07-ADIS Graphical User Interface
Body Control Module (BCM);4;Cust-Application;262998;STSW-SPC5EV-ADIS;Active;Y;SPC5-EV-ADIS Graphical User Interface for M0-7 High Side Drivers
Body Control Module (BCM);4;Cust-Application;261421;TwisterSIM;Active;Y;Dynamic Electro-Thermal simulator for devices in VIPower technology
Body Control Module (BCM);4;Cust-Application;262900;VIP-M07-ADIS;Active;Y;M0-7 DISCOVERY
Body Control Module (BCM);4;Cust-Application;264247;VIPower-FINDER;Active;Y;VIPower smart product finder application for Android and iOS
Body Control Module (BCM);4;Cust-Application;263642;VN7003AH;Active;Y;High-side driver with Current Sense analog feedback for automotive applications
Body Control Module (BCM);4;Cust-Application;261845;VN7007AH;Active;Y;High side driver with current sense analog feedback for automotive applications
Body Control Module (BCM);4;Cust-Application;261749;VN7010AJ;Active;Y;High-side driver with MultiSense analog feedback for automotive applications
Body Control Module (BCM);4;Cust-Application;262465;VNH7040AY;Active;Y;Automotive fully integrated H-bridge motor driver
Body Control Module (BCM);4;Cust-Application;262463;VNH7070AS;Active;Y;Automotive fully integrated H-bridge motor driver
Body Control Module (BCM);4;Cust-Application;263990;VNH7070BAS;Active;Y;Automotive fully integrated H-bridge motor driver
Body Control Module (BCM);4;Cust-Application;262464;VNH7100AS;Active;Y;Automotive fully integrated H-bridge motor driver
Body Control Module (BCM);4;Cust-Application;263991;VNH7100BAS;Active;Y;Automotive fully integrated H-bridge motor driver
Body Control Module (BCM);4;Cust-Application;263073;VNHD7008AY;Active;Y;H-bridge motor driver for automotive DC motor driving
Body Control Module (BCM);4;Cust-Application;251649;VNL5030S5-E;Active;Y;OMNIFET III: fully protected low-side driver
Body Control Module (BCM);4;Cust-Application;253285;VNL5300S5-E;Active;Y;Single channel LSD with digital status
Body Scales;4;Cust-Application;266739;AlgoBuilder;Active;Y;Application for the graphical design of algorithms
Body Scales;4;Cust-Application;264366;B-L475E-IOT01A;Active;Y;STM32L4 Discovery kit IoT node,  low-power wireless, BLE, NFC, SubGHz, Wi-Fi
Body Scales;4;Cust-Application;265055;BALF-NRG-02D3;Active;Y;"50&#937; / conjugate match balun to BlueNRG transceiver, with integrated harmonic filter"
Body Scales;4;Cust-Application;262927;BlueMS;NRND;Y;This app has been replaced by STBLESensor
Body Scales;4;Cust-Application;264178;BlueNRG-2;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
Body Scales;4;Cust-Application;224143;EMIF08-LCD04M16;Active;Y;8-line L-C EMI filter and ESD protection for display interfaces
Body Scales;4;Cust-Application;66631;ESDA6V1BC6;Active;Y;QUAD BIDIRECTIONAL TRANSIL SUPPRESSOR FOR ESD PROTECTION
Body Scales;4;Cust-Application;264480;ESDA7P120-1U1M;Active;Y;High-power transient voltage supressor (TVS)
Body Scales;4;Cust-Application;262156;EVAL6491HB;Active;Y;Demonstration board for L6491 gate driver with smart shut down feature
Body Scales;4;Cust-Application;265420;EVAL6498L;Active;Y;Evaluation board for the L6498L gate driver
Body Scales;4;Cust-Application;263621;FP-NET-BLESTAR1;Active;Y;STM32Cube function pack for creating a BLE star network connected via Wi-Fi to IBM Watson IoT cloud
Body Scales;4;Cust-Application;263620;FP-SNS-ALLMEMS1;Active;Y;STM32 ODE function pack for IoT node with BLE connectivity, digital microphone, environmental and motion sensors
Body Scales;4;Cust-Application;266748;FP-SNS-SMARTAG1;Active;Y;STM32Cube function pack for IoT node with Dynamic NFC Tag, environmental and motion sensors
Body Scales;4;Cust-Application;103931;L6924D;Active;Y;Battery charger system with integrated power switch for Li-Ion/Li-Polymer
Body Scales;4;Cust-Application;90591;L6928;Active;Y;High efficiency monolithic synchronous step-down regulator
Body Scales;4;Cust-Application;259651;LDK120;Active;Y;200 mA low quiescent current very low noise LDO
Body Scales;4;Cust-Application;262157;LIS2DS12;Active;Y;"3-axis MEMS accelerometer,  &#177;2g/&#177;4g/&#177;8g/&#177;16g full scale, high-speed I2C/SPI digital output, ultra-low-power, high-performance acceleration sensor"
Body Scales;4;Cust-Application;264111;LIS2DW12;Active;Y;3-axis MEMS accelerometer, ultra low power, configurable single/double-tap recognition, free-fall, wakeup, portrait/landscape, 6D/4D orientation detections
Body Scales;4;Cust-Application;262639;LSM6DSL;Active;Y;iNEMO 6DoF inertial measurement unit (IMU), for smart phones and battery operated IoT, Gaming, Wearable and Consumer Electronics. Ultra-low power and high accuracy 
Body Scales;4;Cust-Application;265478;MP23ABS1;Active;Y;High performance MEMS audio sensor single ended analog bottom-port microphone
Body Scales;4;Cust-Application;259997;NUCLEO-F030R8;Active;Y;STM32 Nucleo-64 development board with STM32F030R8 MCU, supports Arduino and ST morpho connectivity
Body Scales;4;Cust-Application;261500;NUCLEO-F070RB;Active;Y;STM32 Nucleo-64 development board with STM32F070RB MCU, supports Arduino and ST morpho connectivity
Body Scales;4;Cust-Application;259875;NUCLEO-F103RB;Active;Y;STM32 Nucleo-64 development board with STM32F103RB MCU, supports Arduino and ST morpho connectivity
Body Scales;4;Cust-Application;262595;NUCLEO-L011K4;Active;Y;STM32 Nucleo-32 development board with STM32L011K4 MCU, supports Arduino nano connectivity
Body Scales;4;Cust-Application;263553;P-NUCLEO-53L0A1;Active;Y;VL53L0X Nucleo Pack - Includes VL53L0X Expansion board and STM32F401RE Nucleo
Body Scales;4;Cust-Application;263037;STBC02;Active;Y;Li-Ion linear battery charger with LDO, load switches and reset generator
Body Scales;4;Cust-Application;264856;STEVAL-BCNKT01V1;Active;Y;BlueCoin Starter kit
Body Scales;4;Cust-Application;265215;STEVAL-IDB008V2;Active;Y;Evaluation platform based on the BlueNRG-2
Body Scales;4;Cust-Application;262538;STEVAL-IPM05F;Active;Y;"500 W motor control power board based on STGIF5CH60TS-L SLLIMM&#8482; 2nd series IPM"
Body Scales;4;Cust-Application;262593;STEVAL-IPM07F;Active;Y;"700 W motor control power board based on STGIF7CH60TS-L SLLIMM&#8482; 2nd series IPM"
Body Scales;4;Cust-Application;263775;STEVAL-IPM08B;Active;Y;"800 W motor control power board based on STGIB8CH60TS-L SLLIMM&#8482; 2nd series IPM"
Body Scales;4;Cust-Application;263721;STEVAL-STLCS01V1;Active;Y;SensorTile connectable sensor node: plug or solder
Body Scales;4;Cust-Application;264742;STEVAL-STLCS02V1;Active;Y;SensorTile connectable sensor node: solder only
Body Scales;4;Cust-Application;263720;STEVAL-STLKT01V1;Active;Y;SensorTile development kit
Body Scales;4;Cust-Application;252169;STEVAL-TLL010V1;Active;Y;Driver for up to 6 white LEDs for display backlights based on the STLA02
Body Scales;4;Cust-Application;251597;STLA02;Active;Y;White LED driver for display backlight
Body Scales;4;Cust-Application;264732;STLQ020;Active;Y;200 mA ultra-low quiescent current LDO
Body Scales;4;Cust-Application;260508;STM32CubeL0;Active;Y;STM32Cube MCU Package for STM32L0 series (HAL, Low-Layer APIs and CMSIS, USB, File system, RTOS, Touch Sensing - and examples running on ST boards)
Body Scales;4;Cust-Application;261908;STM32CubeL4;Active;Y;STM32Cube MCU Package for STM32L4 series and STM32L4 Plus series (HAL, Low-Layer APIs and CMSIS, USB, TouchSensing, File system, RTOS, Graphic - and examples running on ST boards)
Body Scales;4;Cust-Application;259242;STM32CubeMX;Active;Y;STM32Cube initialization code generator
Body Scales;4;Cust-Application;250636;STM8L-DISCOVERY;Active;Y;Discovery kit  with STM8L152C6 MCU
Body Scales;4;Cust-Application;264690;STSW-BLEPROFILES;Active;Y;BlueNRG-1 BLE Profiles SW package
Body Scales;4;Cust-Application;264681;STSW-BNRG-Mesh;Active;Y;Mesh over Bluetooth Low Energy
Body Scales;4;Cust-Application;270877;STSW-BNRGLP-Mesh;Active;Y;Mesh over Bluetooth low energy
Body Scales;4;Cust-Application;265221;STUSB4500;Active;Y;Standalone USB PD controller for power sinking devices
Body Scales;4;Cust-Application;264347;SensNet;NRND;Y;This app has been replaced by STBLEStarNet
Body Scales;4;Cust-Application;264271;TSU111;Active;Y;Nanopower (900 nA) high accuracy (150 uV) 5V CMOS Op-Amp
Body Scales;4;Cust-Application;252503;TSV711;Active;Y;High accuracy (Vio below 200uV) Micropower (10uA) 5V CMOS Op Amp, single, GBP 150kHz
Body Scales;4;Cust-Application;255530;TSX631;Active;Y;Micropower (60uA), rail-to-rail 16V CMOS Op-Amp, single, GBP 200kHz
Body Scales;4;Cust-Application;251865;USBLC6-2SC6Y;Active;Y;Automotive very low capacitance ESD protection
Body Scales;4;Cust-Application;263309;VL53L0X;Active;Y;Time-of-Flight ranging sensor
Body Scales;4;Cust-Application;266510;VL53L1X;Active;Y;Time-of-Flight ranging sensor based on ST's FlightSense technology
Body Scales;4;Cust-Application;260441;VL6180X;Active;Y;Proximity sensor and ambient light sensing (ALS) module
Body Scales;4;Cust-Application;263607;X-CUBE-53L0A1;Active;Y;Ranging sensor software expansion for STM32Cube
Body Scales;4;Cust-Application;266478;X-CUBE-53L1A1;Active;Y;Long Distance Ranging sensor software expansion for STM32Cube
Body Scales;4;Cust-Application;262044;X-CUBE-6180XA1;Active;Y;Proximity and ambient light sensor software expansion for STM32Cube
Body Scales;4;Cust-Application;262648;X-CUBE-ANALOG1;Active;Y;Multifunctional software expansion for STM32Cube
Body Scales;4;Cust-Application;264658;X-CUBE-AWS;Active;Y;AWS IoT software expansion for STM32Cube (UM2178)
Body Scales;4;Cust-Application;265133;X-CUBE-AZURE;Active;Y;Microsoft Azure software expansion for STM32Cube
Body Scales;4;Cust-Application;266643;X-CUBE-CLD-GEN;Active;Y;Generic IoT cloud software expansion for STM32Cube
Body Scales;4;Cust-Application;264305;X-CUBE-MEMS-XT1;NRND;Y;Sensor and DSP algorithm software expansion for STM32Cube
Body Scales;4;Cust-Application;261412;X-CUBE-MEMS1;Active;Y;Sensor and motion algorithm software expansion for STM32Cube
Body Scales;4;Cust-Application;261844;X-CUBE-MEMSMIC1;Active;Y;Analog and digital MEMS microphone acquisition and processing software expansion for STM32Cube
Body Scales;4;Cust-Application;264761;X-CUBE-NFC4;Active;Y;Dynamic NFC/RFID tag IC software expansion for STM32Cube
Body Scales;4;Cust-Application;265254;X-CUBE-WATSON;Active;Y;IBM Watson software expansion for STM32Cube
Body Scales;4;Cust-Application;261986;X-NUCLEO-CCA02M1;NRND;Y;Digital MEMS microphones expansion board based on MP34DT01-M for STM32 Nucleo.
Body Scales;4;Cust-Application;267941;X-NUCLEO-CCA02M2;Active;Y;Digital MEMS microphone expansion board based on MP34DT06J for STM32 Nucleo
Body Scales;4;Cust-Application;261979;X-NUCLEO-IHM08M1;Active;Y;Low-Voltage BLDC motor driver expansion board based on STL220N6F7 for STM32 Nucleo
Body Scales;4;Cust-Application;263919;X-NUCLEO-IKS01A2;Active;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Boost Converter;4;Cust-Application;75172;L6920;Active;Y;1 V high efficiency synchronous step up converter
Boost Converter;4;Cust-Application;264198;ST-DIODE-FINDER;Active;Y;Diode product finder application for Android and iOS
Boost Converter;4;Cust-Application;174661;ST8R00;Active;Y;MICROPOWER STEP UP DC/DC CONVERTER
Boost Converter;4;Cust-Application;250999;STEVAL-ISA077V2;Active;Y;High efficiency synchronous rectifier step-up converter demonstration board based on the L6920D
Brand Protection;4;Cust-Application;270120;B-L4S5I-IOT01A;Active;Y;STM32L4+ Discovery kit IoT node, low-power wireless, BLE, NFC, WiFi
Brand Protection;4;Cust-Application;266572;STSAFE-A110;Active;Y;Authentication, state-of-the-art security for peripherals and IoT devices
Brand Protection;4;Cust-Application;268599;X-CUBE-SAFEA1;Active;Y;X-CUBE-SAFEA1 Software Package for STSAFE-A
Brand Protection;4;Cust-Application;268437;X-NUCLEO-SAFEA1;Active;Y;Secure element expansion board based on STSAFE-A110
Bridge and Gateway;4;Cust-Application;265055;BALF-NRG-02D3;Active;Y;"50&#937; / conjugate match balun to BlueNRG transceiver, with integrated harmonic filter"
Bridge and Gateway;4;Cust-Application;259177;BALF-SPI-01D3;Active;Y;"50&#937; nominal input / conjugate match balun to SPIRIT1, with integrated harmonic filter"
Bridge and Gateway;4;Cust-Application;265166;BALF-SPI2-01D3;Active;Y;"50 &#937; nominal input / conjugate match balun to S2-LP,868 - 930 MHz with integrated harmonic filter"
Bridge and Gateway;4;Cust-Application;264178;BlueNRG-2;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
Bridge and Gateway;4;Cust-Application;260894;BlueNRG-MS;Active;Y;Bluetooth Low Energy Network Processor supporting Bluetooth 4.2 core specification
Bridge and Gateway;4;Cust-Application;263717;ESDA25P35-1U1M;Active;Y;High-power transient voltage suppressor (TVS)
Bridge and Gateway;4;Cust-Application;264480;ESDA7P120-1U1M;Active;Y;High-power transient voltage supressor (TVS)
Bridge and Gateway;4;Cust-Application;253196;EVALKITST7580-1;Active;Y;ST7580 Power Line Networking System On Chip Demonstration kit 
Bridge and Gateway;4;Cust-Application;265249;EVALKITST8500-1;Active;Y;ST8500 Programmable power line communication modem System on Chip evaluation kit
Bridge and Gateway;4;Cust-Application;263973;HSP053-4M5;Active;Y;4-line ESD protection for high-speed lines
Bridge and Gateway;4;Cust-Application;262159;L6985F;Active;Y;"38 V, 500 mA synchronous step-down switching regulator with 30 &#181;A quiescent current"
Bridge and Gateway;4;Cust-Application;258760;L6986;Active;Y;"38 V, 2 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Bridge and Gateway;4;Cust-Application;262160;L6986F;Active;Y;"38 V, 1.5 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Bridge and Gateway;4;Cust-Application;251103;L7985;Active;Y;2 A step-down switching regulator
Bridge and Gateway;4;Cust-Application;251100;L7986;Active;Y;3 A step-down switching regulator
Bridge and Gateway;4;Cust-Application;259683;LDF;Active;Y;1 A Very low drop voltage regulator 
Bridge and Gateway;4;Cust-Application;254226;LDFM;Active;Y;500 mA very low drop voltage regulator
Bridge and Gateway;4;Cust-Application;259659;M24SR-DISCOVERY;Active;Y;Discovery kit for the M24SR series - Dynamic NFC/RFID tag
Bridge and Gateway;4;Cust-Application;265181;MP34DT05-A;Active;Y;MEMS audio sensor omnidirectional stereo digital microphone
Bridge and Gateway;4;Cust-Application;264921;PROTECT-FINDER;Active;Y;Protection product finder application for Android, iOS and Wandoujia
Bridge and Gateway;4;Cust-Application;261796;S2-LP;Active;Y;Ultra-low power, high performance, sub-1GHz transceiver
Bridge and Gateway;4;Cust-Application;263850;SEL-PROT-TVS;Active;Y;Transient voltage suppressor smart selection tool
Bridge and Gateway;4;Cust-Application;64211;SMAJ;Active;Y;400 W TVS in SMA
Bridge and Gateway;4;Cust-Application;264747;SPBTLE-1S;NRND;Y;"Very low power application module for Bluetooth&#174; Smart v4.2"
Bridge and Gateway;4;Cust-Application;261927;SPBTLE-RF;NRND;Y;Very low power module for Bluetooth Smart v4.1
Bridge and Gateway;4;Cust-Application;253167;SPIRIT1;Active;Y;Low data rate, low power Sub 1GHz transceiver
Bridge and Gateway;4;Cust-Application;261928;SPSGRF;Active;Y;Sub-GHz (868 or 915 MHz) low power programmable RF transceiver modules
Bridge and Gateway;4;Cust-Application;264351;ST25DV-DISCOVERY;Active;Y;Discovery kit for ST25DV04K Dynamic NFC/RFID tag IC with fast transfer mode capability
Bridge and Gateway;4;Cust-Application;130228;ST7540;Active;Y;FSK power line transceiver
Bridge and Gateway;4;Cust-Application;247185;ST7580;Active;Y;FSK, PSK multi-mode power line networking system-on-chip
Bridge and Gateway;4;Cust-Application;265323;ST8500;Active;Y;Programmable power-line communication modem system-on-chip
Bridge and Gateway;4;Cust-Application;264733;STEF01;Active;Y;8 V to 48 V fully programmable universal electronic fuse
Bridge and Gateway;4;Cust-Application;252296;STEF12;Active;Y;Electronic fuse for 12 V line
Bridge and Gateway;4;Cust-Application;254163;STEVAL-IHP005V1;Active;Y;General purpose power line modem module based on the ST7540 PLM and STM32 microcontroller
